emp_no,first_name,last_name,birth_date,title,dept_name
424937,Teunis,Buchter,1953-12-02,Senior Engineer,Development
424950,Yuchang,Mundy,1954-07-22,Senior Staff,Production
424950,Yuchang,Mundy,1954-07-22,Senior Staff,Customer Service
424961,Yaghout,Morris,1954-04-21,Senior Staff,Marketing
424961,Yaghout,Morris,1954-04-21,Senior Staff,Sales
424980,Dekang,Badr,1954-02-07,Senior Engineer,Development
424995,Jouni,Bale,1952-09-13,Senior Staff,Sales
424997,Heekeun,Anger,1953-02-26,Senior Engineer,Development
424998,Demin,Schmezko,1953-07-19,Senior Engineer,Development
425013,Mariusz,Fargier,1952-03-02,Technique Leader,Production
425050,Jingling,Vingron,1952-04-02,Senior Staff,Human Resources
425078,Tommaso,Angiulli,1952-05-25,Engineer,Production
425092,Ebbe,Meszaros,1953-05-09,Senior Staff,Sales
425104,Billur,Zolotykh,1953-07-23,Senior Staff,Production
425104,Billur,Zolotykh,1953-07-23,Senior Staff,Research
425106,Sakthirel,Bednarek,1954-03-08,Senior Staff,Research
425113,Dinkar,Copas,1954-03-08,Senior Staff,Research
425115,Naftali,Begiun,1953-06-24,Senior Engineer,Production
425115,Naftali,Begiun,1953-06-24,Senior Engineer,Development
425125,Hongzhu,Rosenbaum,1953-08-09,Engineer,Production
425131,Phule,Antonakopoulos,1953-02-09,Senior Engineer,Production
425151,Gian,Schiper,1953-06-26,Senior Staff,Customer Service
425219,Martien,Macedo,1953-01-08,Senior Engineer,Production
425220,Xiadong,Anger,1954-03-31,Senior Staff,Sales
425220,Xiadong,Anger,1954-03-31,Senior Staff,Customer Service
425221,Honglan,Riesenhuber,1952-02-21,Senior Staff,Finance
425251,Nishit,Angel,1953-02-21,Senior Staff,Research
425252,Patricio,Baranowski,1953-05-11,Senior Engineer,Quality Management
425264,Jeanne,Shigei,1953-01-23,Senior Engineer,Production
425291,Basil,Schusler,1954-02-21,Senior Staff,Marketing
425301,Sangeeta,Gien,1952-06-10,Senior Staff,Sales
425304,Muzhong,McAffer,1952-10-07,Senior Engineer,Development
425328,Theron,Salvesen,1953-08-25,Senior Staff,Sales
425336,Poorav,Gammage,1953-05-17,Senior Engineer,Development
425359,Jaideep,Marchegay,1954-07-08,Senior Staff,Sales
425371,Gita,Ariola,1953-07-25,Senior Engineer,Production
425388,Mohammad,Varker,1952-02-11,Senior Engineer,Development
425391,Toshiki,Gulak,1953-01-15,Senior Engineer,Quality Management
425400,Girolamo,Erdmenger,1954-08-10,Senior Engineer,Development
425413,Nigel,Mungall,1954-06-30,Senior Staff,Marketing
425415,Arra,Pietrzykowski,1953-07-07,Senior Staff,Marketing
425417,Ayakannu,Peris,1953-06-25,Senior Engineer,Production
425438,Uma,Kleiser,1952-03-02,Senior Engineer,Production
425442,Richara,Iacovou,1954-10-12,Engineer,Production
425456,Junsik,Markovitch,1953-01-16,Staff,Human Resources
425458,Hidekazu,Honiden,1954-06-07,Senior Engineer,Production
425462,Keung,Sherertz,1952-05-15,Senior Staff,Sales
425464,Ebbe,Garnick,1953-04-01,Senior Engineer,Production
425473,Giao,Cappelli,1952-12-09,Senior Staff,Sales
425474,Vishwani,England,1952-09-26,Senior Staff,Sales
425474,Vishwani,England,1952-09-26,Senior Staff,Customer Service
425482,Jongsuk,Cunliffe,1953-06-14,Senior Staff,Marketing
425482,Jongsuk,Cunliffe,1953-06-14,Senior Staff,Customer Service
425487,Kellyn,Egerstedt,1954-03-24,Staff,Sales
425489,Toshimi,Nicolson,1953-01-11,Senior Engineer,Development
425511,Odysseas,Mahnke,1953-10-18,Senior Engineer,Production
425529,Lubomir,Luce,1952-03-22,Engineer,Production
425548,Geoff,Perfilyeva,1952-09-14,Senior Engineer,Production
425575,Eldridge,Schahn,1954-07-07,Senior Engineer,Quality Management
425589,Boriana,Heiserman,1953-01-19,Technique Leader,Production
425599,Faiza,Perz,1954-08-05,Senior Engineer,Development
425608,Krisda,Ratnakar,1952-05-14,Senior Staff,Marketing
425611,Naftaly,Roisin,1953-01-01,Senior Engineer,Production
425625,Surveyors,Morrow,1952-05-02,Senior Staff,Finance
425627,Guadalupe,Sewelson,1953-08-08,Senior Staff,Sales
425636,Danco,Picaronny,1954-12-23,Staff,Sales
425637,Elrique,Kaelbling,1954-06-12,Senior Engineer,Development
425639,Odysseas,Engelmann,1953-10-03,Senior Staff,Production
425639,Odysseas,Engelmann,1953-10-03,Senior Staff,Research
425659,Hirochika,Sinicrope,1953-12-14,Engineer,Production
425676,Masaru,Matzov,1954-01-31,Senior Staff,Human Resources
425689,Arnould,Bernini,1954-07-23,Senior Engineer,Development
425692,Prodip,Tomescu,1953-08-15,Senior Engineer,Production
425735,Jaewoo,Vanwelkenhuysen,1954-06-04,Engineer,Development
425742,Martins,Rindone,1953-02-06,Senior Staff,Human Resources
425759,Tiina,Molberg,1954-08-09,Senior Staff,Sales
425760,Candido,Iisaka,1953-01-19,Senior Staff,Human Resources
425775,Jahangir,Bridgland,1954-10-10,Senior Staff,Finance
425785,Przemyslawa,Rijsenbrij,1954-02-23,Senior Staff,Sales
425794,Chinhyun,Zucker,1952-02-29,Staff,Human Resources
425795,Zine,Beetstra,1953-09-11,Senior Engineer,Production
425796,Billie,Erman,1954-11-30,Senior Engineer,Development
425806,Aemilian,Limongiello,1954-04-10,Staff,Sales
425817,Cedric,Berstel,1953-07-19,Senior Engineer,Development
425821,Vidar,Narwekar,1954-08-03,Senior Staff,Marketing
425836,Alois,Schnabel,1954-12-27,Senior Engineer,Development
425865,Yechezkel,Emmart,1952-04-18,Senior Engineer,Development
425871,Weiye,Gimbel,1953-12-10,Senior Staff,Sales
425876,Ingemar,Buescher,1954-08-21,Senior Engineer,Production
425876,Ingemar,Buescher,1954-08-21,Senior Engineer,Customer Service
425882,Akemi,DasSarma,1953-07-08,Senior Staff,Human Resources
425889,Duri,Swift,1954-05-14,Senior Engineer,Quality Management
425894,Miomir,Plessier,1954-01-11,Engineer,Development
425914,Ishfaq,Melter,1954-07-17,Engineer,Development
425914,Ishfaq,Melter,1954-07-17,Engineer,Research
425942,Frazer,Litvinov,1952-02-10,Senior Staff,Sales
425948,Bikash,Matzke,1954-11-25,Senior Engineer,Development
425960,Elliott,Terkki,1954-07-12,Senior Staff,Sales
425960,Elliott,Terkki,1954-07-12,Senior Staff,Customer Service
425973,Satoru,Jeansoulin,1953-07-27,Senior Staff,Research
425976,Bikash,Dulay,1954-08-05,Staff,Human Resources
425990,Zhilian,Pell,1952-03-18,Senior Staff,Finance
425994,Douadi,Baez,1954-09-01,Senior Staff,Finance
426052,Manohar,Morrow,1953-05-24,Senior Staff,Sales
426058,Kristin,Sifakis,1953-12-05,Senior Staff,Sales
426081,Zdislav,Cappelli,1952-05-07,Senior Staff,Customer Service
426090,Weiru,Falck,1954-08-21,Senior Staff,Sales
426099,Alair,Sherertz,1953-04-01,Staff,Sales
426119,Karsten,Herbst,1953-04-02,Senior Staff,Marketing
426133,Jeanne,Roccetti,1954-01-19,Staff,Human Resources
426141,Kiyotoshi,Rettelbach,1952-12-14,Senior Staff,Marketing
426178,Muzhong,Orlowska,1953-05-06,Senior Staff,Finance
426187,Josyula,Mawatari,1952-11-13,Senior Engineer,Development
426193,Huiqun,Rattan,1954-02-10,Senior Staff,Sales
426254,Jenwei,Kornyak,1952-03-09,Senior Engineer,Development
426274,Valdiodio,Pillow,1952-12-03,Senior Engineer,Production
426274,Valdiodio,Pillow,1952-12-03,Senior Engineer,Customer Service
426275,Froduald,Masada,1952-12-28,Senior Engineer,Quality Management
426290,Serenella,Slobodova,1953-09-17,Engineer,Development
426321,Dines,Ventosa,1952-11-16,Senior Staff,Marketing
426346,Ranga,Petersohn,1952-02-07,Senior Engineer,Development
426349,Alassane,Kaelbling,1952-11-07,Senior Engineer,Development
426375,Suzette,Gerteisen,1953-12-10,Senior Engineer,Development
426388,Yishai,Berstel,1954-10-08,Staff,Human Resources
426389,Chuanyi,Ellozy,1954-01-30,Engineer,Development
426394,Margo,Pettit,1953-09-04,Senior Staff,Research
426399,Elvia,Heusch,1954-06-02,Technique Leader,Development
426401,Dmitri,Staelin,1953-10-11,Senior Engineer,Production
426405,Urs,Lorcy,1953-11-16,Senior Engineer,Development
426417,Alenka,Cardazo,1953-01-12,Senior Staff,Sales
426428,Aloke,Bierbaum,1954-07-29,Staff,Sales
426437,Isamu,Lanphier,1954-01-13,Senior Engineer,Quality Management
426446,Weijing,Lung,1952-04-26,Senior Staff,Marketing
426449,Pragnesh,Waschkowski,1952-08-25,Senior Engineer,Development
426466,Bikash,Andreotta,1953-08-01,Senior Staff,Research
426511,Oddvar,Polupanov,1952-12-06,Senior Staff,Sales
426518,Marek,Turnbull,1952-05-02,Senior Staff,Sales
426519,Kwee,Wossner,1953-11-16,Senior Staff,Human Resources
426542,Hein,Slaats,1954-11-06,Senior Engineer,Production
426570,Tamiya,Koshino,1954-04-29,Staff,Sales
426573,Hausi,Gonthier,1953-04-25,Senior Staff,Sales
426579,Odinaldo,Anily,1953-11-24,Senior Engineer,Production
426579,Odinaldo,Anily,1953-11-24,Senior Engineer,Development
426592,Alois,Quaggetto,1952-09-30,Senior Staff,Human Resources
426598,Rance,Demizu,1953-11-02,Senior Engineer,Production
426606,Adhemar,Range,1954-04-09,Senior Staff,Human Resources
426613,Parviz,Kruskal,1953-06-03,Senior Engineer,Production
426614,Elliott,Jullig,1952-04-11,Senior Engineer,Production
426614,Elliott,Jullig,1952-04-11,Senior Engineer,Development
426623,Yifei,Cochrane,1952-06-25,Senior Staff,Customer Service
426637,Willard,Kemmerer,1952-08-03,Senior Staff,Finance
426648,Masako,Vilarrasa,1952-04-18,Senior Engineer,Production
426664,Luisa,Hartvigsen,1953-06-08,Senior Engineer,Production
426666,Francesca,Willoner,1954-10-15,Senior Engineer,Production
426669,Arup,Blokdijk,1953-07-20,Senior Staff,Marketing
426677,Waiman,Lorie,1953-12-17,Engineer,Development
426679,Zita,Ranze,1954-08-10,Engineer,Development
426684,Neven,Sridhar,1954-02-17,Senior Staff,Sales
426690,Aluzio,Klyachko,1952-08-28,Senior Engineer,Development
426701,Shem,Mandelberg,1954-01-23,Senior Engineer,Production
426701,Shem,Mandelberg,1954-01-23,Senior Engineer,Development
426742,Toshiko,Swick,1954-10-05,Engineer,Development
426782,Genki,Steinauer,1954-01-04,Senior Staff,Research
426783,Sahrah,Cyne,1954-09-13,Senior Engineer,Development
426791,Alair,Irland,1954-08-09,Senior Staff,Sales
426799,Hatim,Keirsey,1953-05-22,Senior Staff,Sales
426804,Berni,Merle,1953-08-24,Senior Engineer,Development
426807,Maik,Pramanik,1952-07-18,Senior Engineer,Development
426809,Jiann,Spieker,1953-05-18,Senior Engineer,Development
426841,Otilia,Mondadori,1952-03-26,Senior Engineer,Development
426844,Yuichiro,Kaltofen,1954-02-21,Senior Staff,Customer Service
426849,Dietrich,Suermann,1952-05-11,Staff,Sales
426864,Dines,Rissanen,1953-01-30,Senior Engineer,Quality Management
426865,Demos,Krohn,1952-03-09,Senior Engineer,Production
426890,Tran,Karcich,1953-10-10,Senior Staff,Finance
426922,Leucio,Cesareni,1952-08-11,Senior Staff,Research
426937,Utz,Peroz,1954-04-12,Senior Engineer,Production
426948,Stella,Waymire,1954-10-22,Senior Staff,Sales
426952,Susanne,Masada,1954-07-11,Senior Engineer,Production
426952,Susanne,Masada,1954-07-11,Senior Engineer,Quality Management
426980,Dhritiman,Ushiama,1953-11-21,Senior Staff,Development
426980,Dhritiman,Ushiama,1953-11-21,Senior Staff,Customer Service
426994,Zito,Nyanchama,1953-10-07,Senior Staff,Sales
426995,Rasikan,Spelt,1954-06-24,Senior Staff,Human Resources
427000,Hercules,Kaltofen,1953-12-30,Staff,Marketing
427005,Geoffrey,Demian,1953-03-17,Technique Leader,Production
427010,Mingsen,Frolund,1954-11-14,Senior Staff,Sales
427028,Saddek,Bernardeschi,1953-09-02,Senior Staff,Sales
427029,Samphel,Ramalingam,1953-09-17,Senior Staff,Finance
427029,Samphel,Ramalingam,1953-09-17,Senior Staff,Sales
427034,Amalendu,Yurov,1953-06-11,Senior Engineer,Development
427040,Alain,Asmuth,1954-07-17,Senior Staff,Customer Service
427058,Weidon,Ranai,1953-09-09,Senior Staff,Finance
427075,Berry,Cunliffe,1953-10-22,Engineer,Development
427077,Fatemeh,Ranka,1954-12-02,Senior Staff,Finance
427082,Atreyi,Remmers,1952-12-13,Senior Engineer,Production
427086,Xiaoshan,Vecchi,1953-02-09,Senior Engineer,Quality Management
427091,Udi,Cherinka,1954-05-09,Senior Staff,Sales
427097,Eishiro,Socorro,1953-02-16,Technique Leader,Development
427104,Sanjiv,Solares,1953-12-15,Senior Engineer,Production
427114,Akeel,Gustavson,1954-02-05,Senior Staff,Customer Service
427121,Jianhao,Bolsens,1954-08-02,Senior Engineer,Development
427140,Jaideep,Jeong,1952-12-29,Senior Staff,Human Resources
427151,Juichirou,Attimonelli,1953-09-03,Senior Staff,Finance
427165,Toong,Radhakrishnan,1952-12-17,Senior Engineer,Development
427165,Toong,Radhakrishnan,1952-12-17,Senior Engineer,Research
427171,Nigel,Rodham,1952-11-07,Senior Staff,Research
427177,Moto,Rosch,1954-11-07,Senior Engineer,Development
427188,Sedat,Farrel,1954-09-29,Senior Staff,Human Resources
427194,Tetsurou,Tsukuda,1953-03-19,Senior Engineer,Quality Management
427219,Chenyi,Iisaka,1952-03-06,Senior Staff,Sales
427237,Zhigen,Pagter,1954-06-13,Senior Staff,Finance
427237,Zhigen,Pagter,1954-06-13,Senior Staff,Human Resources
427244,Toshiko,Chenoweth,1954-07-04,Senior Engineer,Production
427253,Georg,Kading,1952-11-30,Senior Engineer,Development
427260,Jianhao,Cooke,1952-11-05,Senior Engineer,Development
427262,Dekang,Birge,1953-03-28,Senior Staff,Marketing
427263,Weiyi,Pramanik,1953-02-26,Senior Staff,Research
427269,Mark,Ginesta,1953-08-28,Senior Engineer,Development
427284,Takushi,Farrar,1954-08-11,Engineer,Quality Management
427298,Saniya,Serra,1953-11-25,Senior Staff,Marketing
427314,Valeska,Rando,1954-11-27,Senior Engineer,Production
427314,Valeska,Rando,1954-11-27,Senior Engineer,Development
427321,Arra,Hutton,1954-08-11,Senior Engineer,Development
427328,Yuuichi,Shimshoni,1953-10-07,Technique Leader,Quality Management
427336,Ipke,Coney,1952-03-20,Senior Staff,Finance
427346,Denis,Kropf,1952-10-06,Senior Staff,Sales
427354,Bernt,Collavizza,1954-11-01,Senior Engineer,Development
427368,Marc,Glinert,1954-04-19,Senior Engineer,Development
427370,Chinho,Slobodova,1954-11-29,Senior Staff,Sales
427383,Oddvar,Jullig,1954-12-23,Senior Engineer,Development
427426,Vasilii,Dulin,1953-05-30,Senior Staff,Finance
427427,Quingbo,Hanratty,1952-03-03,Senior Engineer,Quality Management
427449,Reuven,Hockney,1953-08-25,Senior Engineer,Quality Management
427456,Arno,Harllee,1954-02-13,Senior Engineer,Production
427464,Nahid,Bale,1952-11-04,Staff,Finance
427472,Kristina,Pfau,1952-04-04,Senior Staff,Sales
427488,Bingning,Norsworthy,1953-01-03,Senior Staff,Sales
427492,Kousuke,Seiwald,1953-09-07,Senior Engineer,Production
427492,Kousuke,Seiwald,1953-09-07,Senior Engineer,Development
427503,Goetz,Kushner,1954-06-20,Senior Engineer,Production
427529,Magy,Feldmann,1954-10-02,Senior Staff,Sales
427549,Tetsurou,Sifakis,1953-05-14,Engineer,Development
427554,Froduald,Francisci,1954-08-10,Senior Staff,Customer Service
427556,Turgut,Brlek,1953-07-17,Senior Engineer,Development
427595,Noritoshi,Leijenhorst,1953-03-09,Senior Engineer,Production
427623,Shaunak,Itschner,1953-11-05,Senior Staff,Sales
427645,Nalini,Jording,1952-09-23,Technique Leader,Production
427658,Uriel,Foong,1954-11-05,Senior Engineer,Production
427660,Mayuko,Gils,1952-08-11,Senior Staff,Finance
427660,Mayuko,Gils,1952-08-11,Senior Staff,Sales
427664,Toshimo,Maccarone,1952-08-05,Engineer,Development
427680,Souichi,Underwood,1952-08-06,Staff,Human Resources
427682,Boalin,Birta,1954-04-05,Senior Staff,Sales
427686,Sangeeta,Asser,1953-10-21,Technique Leader,Development
427693,Weiyi,Whitcomb,1952-08-26,Senior Engineer,Development
427697,DeForest,Juneja,1952-07-02,Senior Engineer,Production
427703,Hyuckchul,Loncour,1952-02-02,Senior Engineer,Production
427704,Atreyi,Lundstrom,1952-12-05,Engineer,Production
427722,Vishwani,Crooks,1953-05-25,Engineer,Quality Management
427727,Ramzi,Melichar,1954-06-30,Engineer,Development
427741,Arra,Grandbois,1953-05-10,Engineer,Quality Management
427742,Yongdong,Demke,1952-08-21,Senior Staff,Sales
427764,Shichao,Birdsall,1953-06-18,Senior Staff,Human Resources
427783,Gennady,Alameldin,1954-08-31,Senior Staff,Finance
427783,Gennady,Alameldin,1954-08-31,Senior Staff,Sales
427786,Jiong,Ozery,1953-04-21,Senior Staff,Human Resources
427798,Djenana,Mullainathan,1954-11-04,Senior Staff,Research
427819,Shigehiro,Rohrbach,1952-02-11,Engineer,Production
427819,Shigehiro,Rohrbach,1952-02-11,Engineer,Customer Service
427836,Zhonghua,Khasidashvili,1954-07-27,Senior Engineer,Production
427848,Mikhail,Hutton,1953-06-05,Senior Engineer,Development
427866,Vivian,Mahnke,1954-06-28,Staff,Finance
427869,Marjo,Rubsam,1952-03-11,Senior Staff,Research
427883,Boriana,Vecchi,1952-09-06,Senior Engineer,Production
427890,Aram,Rosin,1953-12-11,Senior Engineer,Quality Management
427900,Tse,Dredge,1952-06-05,Senior Engineer,Production
427902,Tamiya,Rosen,1953-12-06,Senior Staff,Human Resources
427905,Chaitali,Birdsall,1952-12-15,Senior Engineer,Development
427918,Billie,Llado,1952-05-30,Senior Engineer,Development
427948,Uriel,Khalil,1954-03-13,Engineer,Quality Management
427959,Alassane,Ritzmann,1954-09-26,Senior Engineer,Production
427966,Kazuhiro,Luft,1952-11-07,Senior Engineer,Development
427988,Martial,Barvinok,1954-06-11,Senior Staff,Sales
428003,Shirish,Yamaashi,1954-06-04,Senior Engineer,Development
428003,Shirish,Yamaashi,1954-06-04,Senior Engineer,Quality Management
428004,Weiye,Prenel,1953-07-28,Senior Staff,Sales
428005,Torsten,Byoun,1953-11-03,Senior Staff,Marketing
428006,Mohamadou,Katiyar,1954-02-16,Engineer,Development
428012,Tuval,Merlo,1953-03-19,Staff,Customer Service
428020,Toshimitsu,Tiemann,1952-05-03,Senior Staff,Sales
428028,Lenore,Driscoll,1954-11-23,Senior Engineer,Production
428042,Feixiong,Wegerle,1954-11-27,Senior Engineer,Production
428062,Shirish,Byoun,1952-04-19,Senior Staff,Sales
428062,Shirish,Byoun,1952-04-19,Senior Staff,Customer Service
428080,Moon,Nilsson,1952-07-06,Senior Staff,Marketing
428098,Erez,Unno,1954-02-10,Senior Engineer,Production
428108,Hinrich,Gniady,1953-05-25,Senior Engineer,Production
428122,Tooru,Georgatos,1954-10-20,Senior Engineer,Development
428134,Sadok,McDermid,1952-11-27,Senior Staff,Sales
428135,Insup,Diderrich,1953-11-09,Engineer,Development
428153,Syozo,Koshiba,1952-11-22,Senior Engineer,Development
428156,Salvador,Dolinsky,1952-02-29,Senior Staff,Sales
428170,Koichi,Kalefeld,1952-09-14,Senior Engineer,Development
428180,Wilmer,Lindqvist,1952-12-05,Senior Engineer,Quality Management
428189,Mats,Noriega,1954-09-25,Senior Engineer,Quality Management
428198,Behnaam,Thibadeau,1953-11-16,Senior Staff,Sales
428207,Taizo,Beausoleil,1954-02-09,Senior Staff,Marketing
428237,Itzchak,Passafiume,1952-12-23,Senior Engineer,Development
428241,Werner,Nergos,1952-02-03,Senior Staff,Human Resources
428242,Shuichi,Choobineh,1953-11-12,Staff,Sales
428245,Macha,Christianini,1953-07-11,Senior Engineer,Development
428245,Macha,Christianini,1953-07-11,Senior Engineer,Research
428246,Jaihie,Koshiba,1952-06-27,Senior Staff,Finance
428260,Leszek,Binding,1954-03-22,Senior Engineer,Quality Management
428266,Fumiko,Junot,1952-12-03,Senior Engineer,Production
428267,Saeko,Rubsam,1953-06-19,Senior Staff,Research
428273,Shaleah,Thorensen,1954-09-15,Senior Engineer,Production
428293,Wanqing,Jarecki,1953-05-10,Senior Staff,Finance
428314,Mario,Plotkin,1952-05-29,Senior Engineer,Development
428361,Qunsheng,Kamble,1954-11-20,Senior Engineer,Quality Management
428372,Licheng,Neimat,1953-04-17,Senior Engineer,Development
428392,Marko,Katzenelson,1954-07-01,Senior Engineer,Development
428402,Stein,Remmele,1953-05-21,Staff,Sales
428416,Narain,Murtha,1954-01-13,Senior Staff,Marketing
428419,Gila,Cichocki,1952-05-28,Senior Engineer,Development
428421,Arne,Shanbhogue,1954-10-04,Senior Staff,Sales
428435,Parto,Itschner,1952-09-05,Senior Engineer,Production
428447,Palash,Gulak,1953-04-21,Technique Leader,Production
428460,Ramachenga,Decaestecker,1954-12-08,Senior Staff,Development
428460,Ramachenga,Decaestecker,1954-12-08,Senior Staff,Customer Service
428465,Goetz,Journel,1954-11-14,Senior Engineer,Development
428466,Jianhua,Olano,1954-06-04,Senior Staff,Sales
428476,Zvonko,Jakobus,1952-12-23,Senior Engineer,Development
428506,Qiwen,Conte,1954-06-23,Senior Staff,Marketing
